date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:04:45	75720/75720	---M-Z	200	added ('OK')	text/css	etag:%22127c8-65fc96b8-d0f9a0f9535c092e;gz%22	https://validthemes.net/site-template/agrica/assets/css/validnavs.css	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/css/validnavs.css	(from https://validthemes.net/site-template/agrica/)
18:04:46	154192/154192	---M-Z	200	added ('OK')	text/css	etag:%2225a50-65fc96b8-dab3ceb272ab8d34;gz%22	https://validthemes.net/site-template/agrica/assets/css/helper.css	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/css/helper.css	(from https://validthemes.net/site-template/agrica/)
18:04:47	32782/32782	---M-Z	200	added ('OK')	text/css	etag:%22800e-65fc96b8-acfbe8bb52f0021a;gz%22	https://validthemes.net/site-template/agrica/assets/css/unit-test.css	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/css/unit-test.css	(from https://validthemes.net/site-template/agrica/)
18:04:48	66526/66526	---M-Z	200	added ('OK')	text/css	etag:%22103de-65fc96b8-88aee11844941a06;gz%22	https://validthemes.net/site-template/agrica/assets/css/shop.css	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/css/shop.css	(from https://validthemes.net/site-template/agrica/)
18:04:49	173749/173749	---M-Z	200	added ('OK')	text/css	etag:%222a6b5-65fc96b8-f9998adeaea0a22b;gz%22	https://validthemes.net/site-template/agrica/assets/css/style.css	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/css/style.css	(from https://validthemes.net/site-template/agrica/)
18:04:50	2017/2017	---M-Z	200	added ('OK')	text/css	etag:%227e1-65fc96b8-2c6896b59eabb253;gz%22	https://validthemes.net/site-template/agrica/style.css	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/style.css	(from https://validthemes.net/site-template/agrica/)
18:04:51	61121/61121	---M-Z	200	added ('OK')	text/html	etag:%22eec1-65fc96b8-cbe222e08607141b;gz%22	https://validthemes.net/site-template/agrica/index.html	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/index-2.html	(from https://validthemes.net/site-template/agrica/)
18:04:53	96847/96847	---M--	200	added ('OK')	image/png	etag:%2217a4f-65fc96b8-198c8d337cb2bdc4;;;%22	https://validthemes.net/site-template/agrica/assets/img/logo-mix.png	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/logo-mix.png	(from https://validthemes.net/site-template/agrica/)
18:04:54	96847/96847	---M--	200	added ('OK')	image/png	etag:%2217a4f-65fc96b8-3c1e27570571b541;;;%22	https://validthemes.net/site-template/agrica/assets/img/logo.png	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/logo.png	(from https://validthemes.net/site-template/agrica/)
18:04:54	59709/59709	---M-Z	200	added ('OK')	text/html	etag:%22e93d-65fc96b8-43adf0ff02e0ebd2;gz%22	https://validthemes.net/site-template/agrica/index-2.html	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/index-3.html	(from https://validthemes.net/site-template/agrica/)
18:04:55	88865/88865	---M-Z	200	added ('OK')	text/html	etag:%2215b21-65fc96b8-adc375cd10328ee1;gz%22	https://validthemes.net/site-template/agrica/index-3.html	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/index-4.html	(from https://validthemes.net/site-template/agrica/)
18:04:56	61451/61451	---M-Z	200	added ('OK')	text/html	etag:%22f00b-65fc96b8-9362b9919cedf5df;gz%22	https://validthemes.net/site-template/agrica/index-4.html	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/index-5.html	(from https://validthemes.net/site-template/agrica/)
18:04:57	36110/36110	---M-Z	200	added ('OK')	text/html	etag:%228d0e-65fc96b8-4c3d460dc99d56bf;gz%22	https://validthemes.net/site-template/agrica/about-us.html	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/about-us.html	(from https://validthemes.net/site-template/agrica/)
18:04:58	33963/33963	---M-Z	200	added ('OK')	text/html	etag:%2284ab-65fc96b8-c951bd678dbfd114;gz%22	https://validthemes.net/site-template/agrica/farmers.html	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/farmers.html	(from https://validthemes.net/site-template/agrica/)
18:04:59	28454/28454	---M-Z	200	added ('OK')	text/html	etag:%226f26-65fc96b8-8e4040995b475774;gz%22	https://validthemes.net/site-template/agrica/farmer-details.html	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/farmer-details.html	(from https://validthemes.net/site-template/agrica/)
18:05:00	27288/27288	---M-Z	200	added ('OK')	text/html	etag:%226a98-65fc96b8-92e6e9d4e63808cf;gz%22	https://validthemes.net/site-template/agrica/contact.html	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/contact.html	(from https://validthemes.net/site-template/agrica/)
18:05:01	23008/23008	---M-Z	200	added ('OK')	text/html	etag:%2259e0-65fc96b8-4425ecaca4a06d0b;gz%22	https://validthemes.net/site-template/agrica/404.html	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/404.html	(from https://validthemes.net/site-template/agrica/)
18:05:02	25713/25713	---M-Z	200	added ('OK')	text/html	etag:%226471-65fc96b8-a06ba033a15b2a9d;gz%22	https://validthemes.net/site-template/agrica/project.html	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/project.html	(from https://validthemes.net/site-template/agrica/)
18:05:03	29013/29013	---M-Z	200	added ('OK')	text/html	etag:%227155-65fc96b8-3690c87edaf91bd0;gz%22	https://validthemes.net/site-template/agrica/project-details.html	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/project-details.html	(from https://validthemes.net/site-template/agrica/)
18:05:04	41734/41734	---M-Z	200	added ('OK')	text/html	etag:%22a306-65fc96b8-a0d0e9837f2669b6;gz%22	https://validthemes.net/site-template/agrica/services.html	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/services.html	(from https://validthemes.net/site-template/agrica/)
18:05:05	47275/47275	---M-Z	200	added ('OK')	text/html	etag:%22b8ab-65fc96b8-b1f78987635292a6;gz%22	https://validthemes.net/site-template/agrica/services-2.html	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/services-2.html	(from https://validthemes.net/site-template/agrica/)
18:05:06	31178/31178	---M-Z	200	added ('OK')	text/html	etag:%2279ca-65fc96b8-4d659221b4f0b04e;gz%22	https://validthemes.net/site-template/agrica/services-details.html	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/services-details.html	(from https://validthemes.net/site-template/agrica/)
18:05:07	28487/28487	---M-Z	200	added ('OK')	text/html	etag:%226f47-65fc96b8-29d129c9eab31d25;gz%22	https://validthemes.net/site-template/agrica/blog-standard.html	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/blog-standard.html	(from https://validthemes.net/site-template/agrica/)
18:05:08	39733/39733	---M-Z	200	added ('OK')	text/html	etag:%229b35-65fc96b8-bd20a54747ea6ff0;gz%22	https://validthemes.net/site-template/agrica/blog-with-sidebar.html	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/blog-with-sidebar.html	(from https://validthemes.net/site-template/agrica/)
18:05:09	29709/29709	---M-Z	200	added ('OK')	text/html	etag:%22740d-65fc96b8-d50e1ea9bf3734c4;gz%22	https://validthemes.net/site-template/agrica/blog-2-colum.html	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/blog-2-colum.html	(from https://validthemes.net/site-template/agrica/)
18:05:10	31410/31410	---M-Z	200	added ('OK')	text/html	etag:%227ab2-65fc96b8-2d89945c053f8fa4;gz%22	https://validthemes.net/site-template/agrica/blog-3-colum.html	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/blog-3-colum.html	(from https://validthemes.net/site-template/agrica/)
18:05:11	35413/35413	---M-Z	200	added ('OK')	text/html	etag:%228a55-65fc96b8-d854f0262fbef4a2;gz%22	https://validthemes.net/site-template/agrica/blog-single.html	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/blog-single.html	(from https://validthemes.net/site-template/agrica/)
18:05:12	46091/46091	---M-Z	200	added ('OK')	text/html	etag:%22b40b-65fc96b8-67396a41cb674c0b;gz%22	https://validthemes.net/site-template/agrica/blog-single-with-sidebar.html	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/blog-single-with-sidebar.html	(from https://validthemes.net/site-template/agrica/)
18:05:13	51388/51388	---M-Z	200	added ('OK')	text/html	etag:%22c8bc-65fc96b8-f9553791eee074b3;gz%22	https://validthemes.net/site-template/agrica/shop.html	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/shop.html	(from https://validthemes.net/site-template/agrica/)
18:05:14	55646/55646	---M-Z	200	added ('OK')	text/html	etag:%22d95e-65fc96b8-1b88fb3d3e3d30f8;gz%22	https://validthemes.net/site-template/agrica/shop-single.html	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/shop-single.html	(from https://validthemes.net/site-template/agrica/)
18:05:15	51879/51879	---M-Z	200	added ('OK')	text/html	etag:%22caa7-65fc96b8-a8ac54098f5236ba;gz%22	https://validthemes.net/site-template/agrica/shop-single-thumb-only.html	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/shop-single-thumb-only.html	(from https://validthemes.net/site-template/agrica/)
18:05:16	63746/63746	---M--	200	added ('OK')	image/png	etag:%22f902-65fc96b8-274763e631170277;;;%22	https://validthemes.net/site-template/agrica/assets/img/products/1.png	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/products/1.png	(from https://validthemes.net/site-template/agrica/)
18:05:17	42974/42974	---M--	200	added ('OK')	image/png	etag:%22a7de-65fc96b8-fa13739ffaffc1dc;;;%22	https://validthemes.net/site-template/agrica/assets/img/products/2.png	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/products/2.png	(from https://validthemes.net/site-template/agrica/)
18:05:19	143723/143723	---M--	200	added ('OK')	image/jpeg	etag:%222316b-65fc96b8-1b80b693fe74e24d;;;%22	https://validthemes.net/site-template/agrica/assets/img/banner/3.jpg	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/banner/3.jpg	(from https://validthemes.net/site-template/agrica/)
18:05:21	67677/67677	---M--	200	added ('OK')	image/png	etag:%221085d-65fc96b8-e6d964a50f775f26;;;%22	https://validthemes.net/site-template/agrica/assets/img/shape/2.png	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/shape/2.png	(from https://validthemes.net/site-template/agrica/)
18:05:21	127791/127791	---M--	200	added ('OK')	image/jpeg	etag:%221f32f-65fc96b8-60a4c578ff924a07;;;%22	https://validthemes.net/site-template/agrica/assets/img/banner/4.jpg	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/banner/4.jpg	(from https://validthemes.net/site-template/agrica/)
18:05:23	35015/35015	---M--	200	added ('OK')	image/png	etag:%2288c7-65fc96b8-25928a2237b7f435;;;%22	https://validthemes.net/site-template/agrica/assets/img/illustration/1.png	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/illustration/1.png	(from https://validthemes.net/site-template/agrica/)
18:05:23	107873/107873	---M--	200	added ('OK')	image/jpeg	etag:%221a561-65fc96b8-5a215e2fa5d527ea;;;%22	https://validthemes.net/site-template/agrica/assets/img/about/1.jpg	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/about/1.jpg	(from https://validthemes.net/site-template/agrica/)
18:05:24	11129/11129	---M--	200	added ('OK')	image/png	etag:%222b79-65fc96b8-3e5394df4ff95aa0;;;%22	https://validthemes.net/site-template/agrica/assets/img/icon/3.png	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/icon/3.png	(from https://validthemes.net/site-template/agrica/)
18:05:25	7026/7026	---M--	200	added ('OK')	image/png	etag:%221b72-65fc96b8-a3209bdeb158eebe;;;%22	https://validthemes.net/site-template/agrica/assets/img/icon/2.png	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/icon/2.png	(from https://validthemes.net/site-template/agrica/)
18:05:26	62314/62314	---M--	200	added ('OK')	image/png	etag:%22f36a-65fc96b8-aad871b29c41b06a;;;%22	https://validthemes.net/site-template/agrica/assets/img/shape/9.png	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/shape/9.png	(from https://validthemes.net/site-template/agrica/)
18:05:27	63232/63232	---M--	200	added ('OK')	image/png	etag:%22f700-65fc96b8-772d60168993b625;;;%22	https://validthemes.net/site-template/agrica/assets/img/illustration/2.png	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/illustration/2.png	(from https://validthemes.net/site-template/agrica/)
18:05:29	147109/147109	---M--	200	added ('OK')	image/png	etag:%2223ea5-65fc96b8-901b06495daaae70;;;%22	https://validthemes.net/site-template/agrica/assets/img/illustration/3.png	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/illustration/3.png	(from https://validthemes.net/site-template/agrica/)
18:05:31	33923/33923	---M--	200	added ('OK')	image/png	etag:%228483-65fc96b8-478c38bc5374573f;;;%22	https://validthemes.net/site-template/agrica/assets/img/illustration/4.png	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/illustration/4.png	(from https://validthemes.net/site-template/agrica/)
18:05:31	121680/121680	---M--	200	added ('OK')	image/jpeg	etag:%221db50-65fc96b8-45effe222a1ece3a;;;%22	https://validthemes.net/site-template/agrica/assets/img/banner/16.jpg	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/banner/16.jpg	(from https://validthemes.net/site-template/agrica/)
18:05:31	7900/7900	---M--	200	added ('OK')	image/png	etag:%221edc-65fc96b8-ecf313634a9e8e50;;;%22	https://validthemes.net/site-template/agrica/assets/img/shape/10.png	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/shape/10.png	(from https://validthemes.net/site-template/agrica/)
18:05:32	5287/5287	---M--	200	added ('OK')	image/png	etag:%2214a7-65fc96b8-179e47b3207065e3;;;%22	https://validthemes.net/site-template/agrica/assets/img/illustration/8.png	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/illustration/8.png	(from https://validthemes.net/site-template/agrica/)
18:05:33	27331/27331	---M--	200	added ('OK')	image/png	etag:%226ac3-65fc96b8-5ce76c322fd1fb69;;;%22	https://validthemes.net/site-template/agrica/assets/img/shape/11.png	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/shape/11.png	(from https://validthemes.net/site-template/agrica/)
18:05:34	51737/51737	---M--	200	added ('OK')	image/jpeg	etag:%22ca19-65fc96b8-2f17fe8fc48128bd;;;%22	https://validthemes.net/site-template/agrica/assets/img/banner/17.jpg	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/banner/17.jpg	(from https://validthemes.net/site-template/agrica/)
18:05:35	12114/12114	---M--	200	added ('OK')	image/png	etag:%222f52-65fc96b8-348156ede763b7b7;;;%22	https://validthemes.net/site-template/agrica/assets/img/icon/9.png	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/icon/9.png	(from https://validthemes.net/site-template/agrica/)
18:05:36	8872/8872	---M--	200	added ('OK')	image/png	etag:%2222a8-65fc96b8-fe81a9fcc270cd7f;;;%22	https://validthemes.net/site-template/agrica/assets/img/icon/10.png	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/icon/10.png	(from https://validthemes.net/site-template/agrica/)
18:05:37	9604/9604	---M--	200	added ('OK')	image/png	etag:%222584-65fc96b8-f0b75243b2196f4;;;%22	https://validthemes.net/site-template/agrica/assets/img/icon/11.png	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/icon/11.png	(from https://validthemes.net/site-template/agrica/)
18:05:38	8189/8189	---M--	200	added ('OK')	image/png	etag:%221ffd-65fc96b8-d7d91be43e99bad7;;;%22	https://validthemes.net/site-template/agrica/assets/img/icon/12.png	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/icon/12.png	(from https://validthemes.net/site-template/agrica/)
18:05:39	7119/7119	---M--	200	added ('OK')	image/png	etag:%221bcf-65fc96b8-ae90cd50ba274bc5;;;%22	https://validthemes.net/site-template/agrica/assets/img/icon/13.png	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/icon/13.png	(from https://validthemes.net/site-template/agrica/)
18:05:40	6752/6752	---M--	200	added ('OK')	image/png	etag:%221a60-65fc96b8-caf42836997f55bf;;;%22	https://validthemes.net/site-template/agrica/assets/img/icon/14.png	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/icon/14.png	(from https://validthemes.net/site-template/agrica/)
18:05:42	101103/101103	---M--	200	added ('OK')	image/png	etag:%2218aef-65fc96b8-e19abe85852a847b;;;%22	https://validthemes.net/site-template/agrica/assets/img/shape/13.png	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/shape/13.png	(from https://validthemes.net/site-template/agrica/)
18:05:44	1174/1174	---M--	200	added ('OK')	image/png	etag:%22496-65fc96b8-27399e9c099a2643;;;%22	https://validthemes.net/site-template/agrica/assets/img/shape/quote-big.png	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/shape/quote-big.png	(from https://validthemes.net/site-template/agrica/)
18:05:44	46086/46086	---M--	200	added ('OK')	image/jpeg	etag:%22b406-65fc96b8-1290a5d0741ff4ed;;;%22	https://validthemes.net/site-template/agrica/assets/img/farmers/3.jpg	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/farmers/3.jpg	(from https://validthemes.net/site-template/agrica/)
18:05:46	48354/48354	---M--	200	added ('OK')	image/jpeg	etag:%22bce2-65fc96b8-e576b355df8ef31d;;;%22	https://validthemes.net/site-template/agrica/assets/img/farmers/1.jpg	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/farmers/1.jpg	(from https://validthemes.net/site-template/agrica/)
18:05:46	82961/82961	---M--	200	added ('OK')	image/jpeg	etag:%2214411-65fc96b8-73a02d4a94c0e4bf;;;%22	https://validthemes.net/site-template/agrica/assets/img/farmers/2.jpg	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/farmers/2.jpg	(from https://validthemes.net/site-template/agrica/)
18:05:46	57878/57878	---M--	200	added ('OK')	image/jpeg	etag:%22e216-65fc96b8-91faa894d3e3c181;;;%22	https://validthemes.net/site-template/agrica/assets/img/projects/1.jpg	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/projects/1.jpg	(from https://validthemes.net/site-template/agrica/)
18:05:48	138639/138639	---M--	200	added ('OK')	image/jpeg	etag:%2221d8f-65fc96b8-ede812490e3886d;;;%22	https://validthemes.net/site-template/agrica/assets/img/projects/2.jpg	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/projects/2.jpg	(from https://validthemes.net/site-template/agrica/)
18:05:48	77268/77268	---M--	200	added ('OK')	image/jpeg	etag:%2212dd4-65fc96b8-f4a8c7790bab11a7;;;%22	https://validthemes.net/site-template/agrica/assets/img/projects/3.jpg	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/projects/3.jpg	(from https://validthemes.net/site-template/agrica/)
18:05:49	58515/58515	---M--	200	added ('OK')	image/jpeg	etag:%22e493-65fc96b8-31f959f8d5d3178c;;;%22	https://validthemes.net/site-template/agrica/assets/img/projects/4.jpg	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/projects/4.jpg	(from https://validthemes.net/site-template/agrica/)
18:05:51	121129/121129	---M--	200	added ('OK')	image/jpeg	etag:%221d929-65fc96b8-49132ce67f10175;;;%22	https://validthemes.net/site-template/agrica/assets/img/projects/5.jpg	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/projects/5.jpg	(from https://validthemes.net/site-template/agrica/)
18:05:52	116238/116238	---M--	200	added ('OK')	image/png	etag:%221c60e-65fc96b8-d9345b4b3f22e248;;;%22	https://validthemes.net/site-template/agrica/assets/img/illustration/9.png	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/illustration/9.png	(from https://validthemes.net/site-template/agrica/)
18:05:52	19381/19381	---M--	200	added ('OK')	image/png	etag:%224bb5-65fc96b8-57e9a856e1dd1d72;;;%22	https://validthemes.net/site-template/agrica/assets/img/shape/16.png	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/shape/16.png	(from https://validthemes.net/site-template/agrica/)
18:05:53	13026/13026	---M--	200	added ('OK')	image/png	etag:%2232e2-65fc96b8-43977bcb4b767ca6;;;%22	https://validthemes.net/site-template/agrica/assets/img/illustration/10.png	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/illustration/10.png	(from https://validthemes.net/site-template/agrica/)
18:05:54	66668/66668	---M--	200	added ('OK')	image/jpeg	etag:%221046c-65fc96b8-8518476f52cc0d3f;;;%22	https://validthemes.net/site-template/agrica/assets/img/blog/1.jpg	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/blog/1.jpg	(from https://validthemes.net/site-template/agrica/)
18:05:55	45866/45866	---M--	200	added ('OK')	image/jpeg	etag:%22b32a-65fc96b8-295f91e25c99dc48;;;%22	https://validthemes.net/site-template/agrica/assets/img/blog/3.jpg	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/blog/3.jpg	(from https://validthemes.net/site-template/agrica/)
18:05:57	104498/104498	---M--	200	added ('OK')	image/jpeg	etag:%2219832-65fc96b8-f4e43322b9d0ca68;;;%22	https://validthemes.net/site-template/agrica/assets/img/blog/2.jpg	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/blog/2.jpg	(from https://validthemes.net/site-template/agrica/)
18:05:59	28639/28639	---M--	200	added ('OK')	image/png	etag:%226fdf-65fc96b8-ac3d357b0478cc19;;;%22	https://validthemes.net/site-template/agrica/assets/img/logo-light.png	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/logo-light.png	(from https://validthemes.net/site-template/agrica/)
18:05:59	110827/110827	---M--	200	added ('OK')	image/png	etag:%221b0eb-65fc96b8-3502ec985f8bedc8;;;%22	https://validthemes.net/site-template/agrica/assets/img/shape/8.png	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/shape/8.png	(from https://validthemes.net/site-template/agrica/)
18:06:00	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64b94017-82f3b5dc6195bc8a;gz%22	https://validthemes.net/site-template/agrica/team.html	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/team.51.delayed	(from https://validthemes.net/site-template/agrica/)
18:06:01	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64b94017-82f3b5dc6195bc8a;gz%22	https://validthemes.net/site-template/agrica/contact-us.html	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/contact-us.html	(from https://validthemes.net/site-template/agrica/)
18:06:02	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-64b94017-82f3b5dc6195bc8a;gz%22	https://validthemes.net/site-template/agrica/team-details.html	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/team-details.html	(from https://validthemes.net/site-template/agrica/)
18:06:03	24200/24200	---M--	200	added ('OK')	image/jpeg	etag:%225e88-65fc96b8-d14461c62d4c1f9f;;;%22	https://validthemes.net/site-template/agrica/assets/img/thumbs/1.jpg	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/thumbs/1.jpg	(from https://validthemes.net/site-template/agrica/)
18:06:04	18555/18555	---M--	200	added ('OK')	image/jpeg	etag:%22487b-65fc96b8-50dd3b201579fa91;;;%22	https://validthemes.net/site-template/agrica/assets/img/thumbs/2.jpg	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/thumbs/2.jpg	(from https://validthemes.net/site-template/agrica/)
18:06:05	51447/51447	---M--	200	added ('OK')	image/png	etag:%22c8f7-65fc96b8-d5dd7061b9c4b597;;;%22	https://validthemes.net/site-template/agrica/assets/img/shape/7.png	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/img/shape/7.png	(from https://validthemes.net/site-template/agrica/)
18:06:06	89500/89500	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215d9c-65fc96b8-7770cfff00c78a3;gz%22	https://validthemes.net/site-template/agrica/assets/js/jquery-3.6.0.min.js	/Users/kunozga/websites/agrica/validthemes.net/site-template/agrica/assets/js/jquery-3.6.0.min.js	(from https://validthemes.net/site-template/agrica/)
